# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  petml/data/unsupervised/jackhmmer_hmm_b04.txt
# target sequence database:        petml/data/tmp/sequences.fasta
# output directed to file:         ./petml_output/homolog_hmmout/output.txt
# MSA of all hits saved to file:   ./petml_output/homolog_hmmout/aln.sto
# per-seq hits tabular output:     ./petml_output/homolog_hmmout/tab_output.txt
# show alignments in output:       no
# sequence reporting threshold:    score >= 0
# domain reporting threshold:      score >= 0
# sequence inclusion threshold:    score >= 0
# domain inclusion threshold:      score >= 0
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       PETH_IDESA_b04  [M=314]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence Description
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.8   4.6     4e-79     4e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq498  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.7   5.4   4.1e-79   4.1e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq341  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.7   3.2   4.2e-79   4.2e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq431  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.7   5.0   4.2e-79   4.2e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq77  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.7   5.0   4.2e-79   4.2e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq177  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.6   5.2   4.3e-79   4.3e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq107  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.6   3.2   4.4e-79   4.4e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq134  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.6   6.2   4.4e-79   4.4e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq64  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.6   4.7   4.4e-79   4.4e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq241  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.6   5.3   4.5e-79   4.5e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq368  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.6   3.2   4.6e-79   4.6e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq429  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.6   4.7   4.5e-79   4.5e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq436  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.6   5.7   4.6e-79   4.6e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq95  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.5   4.9   4.7e-79   4.7e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq456  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.5   4.9   4.7e-79   4.7e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq487  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.5   5.4   4.7e-79   4.7e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq405  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.3   2.9   5.5e-79   5.5e-79      13     311 ..       8     284 ..       2     287 .. 0.93

>> Seq86  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.5   4.7   4.7e-79   4.7e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq258  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.5   3.5   4.8e-79   4.8e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq266  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.5   4.8   4.8e-79   4.8e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq284  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.5   4.7   4.9e-79   4.9e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq438  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.4   5.3     5e-79     5e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq278  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.4   5.1     5e-79     5e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq210  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.4   5.2   5.1e-79   5.1e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq166  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.4   3.4   5.2e-79   5.2e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq183  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.4   3.2   5.2e-79   5.2e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq202  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.4   4.9   5.2e-79   5.2e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq486  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.4   5.1   5.2e-79   5.2e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq275  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.4   4.9   5.2e-79   5.2e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq482  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.3   5.0   5.3e-79   5.3e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq292  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.3   0.7   5.4e-79   5.4e-79      29     310 ..       1     257 [.       1     260 [] 0.97

>> Seq169  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.3   5.0   5.3e-79   5.3e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq185  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.3   5.4   5.4e-79   5.4e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq137  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.3   5.0   5.5e-79   5.5e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq257  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.3   5.3   5.5e-79   5.5e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq220  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.3   5.6   5.7e-79   5.7e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq389  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.2   5.0   5.9e-79   5.9e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq320  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.2   0.4     6e-79     6e-79      29     311 ..       2     257 ..       1     260 [] 0.98

>> Seq329  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.2   5.9   6.1e-79   6.1e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq478  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.1   5.0   6.2e-79   6.2e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.1   4.7   6.2e-79   6.2e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq214  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.1   2.7   6.3e-79   6.3e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq130  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.1   5.0   6.5e-79   6.5e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq139  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.1   5.1   6.5e-79   6.5e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq291  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.0   1.2   6.6e-79   6.6e-79      29     311 ..       1     255 [.       1     258 [] 0.98

>> Seq149  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.0   4.8   6.6e-79   6.6e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq7  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.0   4.9   6.6e-79   6.6e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq316  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.0   5.2   6.7e-79   6.7e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq174  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.0   5.1   6.7e-79   6.7e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq115  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.0   5.0   6.7e-79   6.7e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq15  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.0   5.7   6.8e-79   6.8e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq68  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.0   5.7   6.8e-79   6.8e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq387  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.0   5.4   6.9e-79   6.9e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq256  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  260.0   5.3     7e-79     7e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq205  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.8   0.1   7.8e-79   7.8e-79      29     310 ..       1     257 [.       1     260 [. 0.97

>> Seq6  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.9   5.6   7.2e-79   7.2e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq277  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.9   6.6   7.3e-79   7.3e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq63  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.9   0.2   7.3e-79   7.3e-79      29     311 ..       1     258 [.       1     261 [] 0.97

>> Seq20  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.9   5.2   7.5e-79   7.5e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq439  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.8   5.2   7.5e-79   7.5e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq79  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.8   6.2   7.6e-79   7.6e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq392  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.8   5.1   7.6e-79   7.6e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq233  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.8   5.2   7.6e-79   7.6e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq219  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.8   5.1   7.6e-79   7.6e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq307  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.8   5.1   7.7e-79   7.7e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq181  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.8   5.0   7.8e-79   7.8e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq384  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.8   5.0   7.8e-79   7.8e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq259  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.8   4.9   7.9e-79   7.9e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq310  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.8   0.2     8e-79     8e-79      29     311 ..       1     258 [.       1     261 [] 0.97

>> Seq491  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.7   4.9   8.1e-79   8.1e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq465  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.6   0.0   9.1e-79   9.1e-79      29     310 ..       1     257 [.       1     260 [. 0.97

>> Seq104  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.7   5.6   8.2e-79   8.2e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq345  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.7   5.5   8.3e-79   8.3e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq427  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.7   5.9   8.4e-79   8.4e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq363  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.7   5.1   8.6e-79   8.6e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq399  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.7   5.1   8.6e-79   8.6e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq89  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.6   5.3   8.7e-79   8.7e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq417  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.6   5.4   8.8e-79   8.8e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq248  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.6   4.9   9.2e-79   9.2e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq53  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.5   5.8   9.4e-79   9.4e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq61  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.5   4.6   9.5e-79   9.5e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq283  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.5   5.1   9.8e-79   9.8e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq376  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.5   5.5   9.9e-79   9.9e-79       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq117  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.4   5.1     1e-78     1e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq200  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.4   4.8     1e-78     1e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq403  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.2   0.0   1.2e-78   1.2e-78      29     310 ..       1     257 [.       1     260 [. 0.97

>> Seq58  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.4   5.5   1.1e-78   1.1e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq435  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.3   0.2   1.1e-78   1.1e-78      29     311 ..       1     258 [.       1     261 [] 0.97

>> Seq37  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  259.3   5.5   1.1e-78   1.1e-78       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq409  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
